微博id,发布者昵称,发布者性别,发布者地区,发布者关注数,发布者粉丝数,微博正文,原始图片url,发布时间,发布工具,点赞数,转发数,评论数,发布位置
Iss3joXr0,芙蓉政务,男,湖南,28,2582,芙蓉政务:#抗击新冠肺炎我们在行动# 中联全球采购、南航协调运力，全力驰援湖南疫情防控一线中联全球采购、南航协调运力，全力驰援湖南疫情防控一线  [组图共4张] 原图 ,无,2020-02-03 09:13,Android,1,0,0,无
IsrfE8yrz,小盐小盐十分有钱,女,江苏,367,306,小盐小盐十分有钱:最近每天早上一睁眼就是看到疫情人数的不断增加，不管是感染的还是死亡的，虽然自己没有身在其中但仍然感同身受，就像我们每一次的受挫绝望，然而这次不同这次直面死亡，我能感受到武汉同胞是多么恐惧多么惊慌失措，头顶上的尘土快要堆到他们脖子处了仍然无法反抗，希望疫情能够早日平息吧，无辜受伤害的人太多，而作恶的人仍然猖獗，这个世界还会好吗#武汉加油# ,无,2020-02-03 07:11,iPhone客户端,2,0,0,无
IspWru4kF,陽丹石,女,重庆,219,1223,陽丹石:#抗击疫情 希望同行# 予人为乐，与己而乐。我在“抗击疫情-希望工程特别行动”项目捐款成功！您每捐款1元，新浪同时配捐1元！ @中国青少年发展基金会抗击疫情-希望工程特别行动  ,无,2020-02-03 03:51,微公益,9,0,0,无
IspOEDKs4,-破茧成蝶鲤鲫鱼-,女,海外,234,399,-破茧成蝶鲤鲫鱼-:-#20200202#  希望如期而至的不止春天  还有疫情过后能站在我身边  一起呼吸新鲜空气的你  原图 ,无,2020-02-03 03:32,iPhone 6s,2,0,2,无
Ispxcih6Q,-sun妍,女,河南,690,7050,-sun妍:闹心😣疫情快过去吧你们都给我好好的！健健康康的！ 广州  显示地图 [组图共6张] 原图 ,无,2020-02-03 02:49,iPhone 11,71,2,6,无
IsoRed51y,vousmewen,女,其他,99,104,vousmewen:00:05 03/02/2020“就在这一刻我觉得生命的可贵”虽然经历过大大小小的地震，可当这一刻突然的地震时我还是第一反应是跑。我躺着时还未睡着突如其来的不停的摇晃，听见我爸不断喊着地震了地震了，我蹭的就起来往客厅跑，我是真的怕了！再来说说这次的疫情，虽然发生在武汉，可现在全国各地大大小小的地方都在防范，出门得戴口罩，加强防范最好是不要出门就是最好的防范，每天都在看新闻刷微博上网，看到不断增多的确诊人数，心里真的很不是滋味。所以我不敢出门，已经在家呆着不知道几天了，我也提醒身边的家人朋友能不出门就不要出门我怕被感染说白了我怕了！以前所希望的就是长期呆在家过上不出门的生活，现在实现了可一点都不开心了！以前强装着在别人面前说一点地震没什么是，现在是真的害怕了！虽然总说自己惜命惜命什么的，可今天是真的彻底知道了生命的可贵！我也不知道说什么了，因为此时此刻睡不着就写下了这几段话。我就想2020年能尽快变好，变成我们希望所向往的模样！2020年能平安健康！活着比什么都重要！ http://t.cn/RghOMBP 显示地图 [组图共3张] 原图 ,http://t.cn/RghOMBP,2020-02-03 01:05,iPhone客户端,6,0,0,无
IsomJCZaI,小菜要和东东一起努力呀,女,广东,359,56,小菜要和东东一起努力呀:和妈妈聊天 讲到现在的疫情我突然觉得我们的祖国 永远的都是我们的依靠有国才有家日后不论身处何方 心中唯有你才是牵挂🇨🇳 武汉一定要挺住  原图 ,无,2020-02-02 23:50,OPPO智能手机,1,0,0,无
Isof8kcKy,Lin诱嘉,女,安徽,978,1712,Lin诱嘉:🥳希望疫情快快过去 和🙇🏻♂️一起吃吃喝喝快快乐乐🤩  [组图共3张] 原图 ,无,2020-02-02 23:31,iPhone XS Max,17,0,7,无
Isob9gvmB,VIR_go小,女,山东,394,189,VIR_go小:#20200202文案#🕰日期：20200202📅农历：正月初九☀️天气：晴🏡城市：山东青岛📝文案：毫无蹉跎 萬事顺遂                 平安喜乐 前程似锦 💫 愿望：愿疫情快快结束！愿平安健康 一切都好 开心快乐 诸事顺利！  ,无,2020-02-02 23:22,全面屏vivo X20Plus,0,0,0,无
Iso8TgIp5,影视生活社,女,四川,589,278940,影视生活社:肖战现在都在忙什么呢？肖战献唱抗击疫情主题曲《让世界充满爱》“我们坚信，有爱就会赢！无法拥抱却离你最近”致敬战斗在疫情一线的所有人，武汉加油，中国加油！#肖战# #让世界充满爱mv#  [组图共3张] 原图 ,无,2020-02-02 23:16,肖战超话,30,1,0,无
IsnOY6Jgg,yyxyyxyyxyxyxyxy,女,其他,19,22,yyxyyxyyxyxyxyxy:等疫情结束 我一定去趟大理  ,无,2020-02-02 22:27,iPhone客户端,0,0,0,无
IsnKY8zvC,37克的可爱,女,辽宁,58,122,37克的可爱:#vlog##日常##猫##芝麻糊##20200202#  𝕍𝕆𝕃𝔾：芝麻糊成长史在家闲得没事把发出去的视频剪了个volg把你从小家伙养到这么大可累死老娘了希望你能一直陪着我希望地如期而至的不止是春天 还有疫情过后平安的你们🌏𝕥ⅈꪑꫀ :2020年2月2日20点20分申请成为您爱里的永久居民 http://t.cn/A6PlwJHs ,无,2020-02-02 22:17,荣耀10 AI变色更潮美,6,0,0,无
IsnJpdsEH,大脸圆圆脑袋尖尖,女,内蒙古,150,284,大脸圆圆脑袋尖尖:感谢小旭的提醒纯属纪念20200202疫情过后就能见到时光里嘘寒问暖的你们啦  [组图共3张] 原图 ,无,2020-02-02 22:13,乐2,3,0,0,无
IsnJ0q2sb,A-我是懒人,女,浙江,99,26,A-我是懒人:#20200202文案#日期：20200202农历：正月初九天气： 城市:   曲阜文案：我们现在正在见证历史 希望疫情能快快结束希望大家平安喜乐  ,无,2020-02-02 22:12,vivo智能手机,0,0,0,无
IsnxYnDyP,小诗的七月,女,湖北,317,26,小诗的七月:2020.02.02希望如期而至的不止春天，还有疫情过后平安的你今年的第一句喜欢送给你庚子年正月初九  ,无,2020-02-02 21:45,iPhone客户端,5,0,0,无
Isnk69WzZ,大叔K-han,男,云南,31,373,大叔K-han:闪烁的灯光藏着我对你的欢喜！#疫情快好转吧。 景洪市 罕叔的微博视频  显示地图 ,无,2020-02-02 21:11,HUAWEI Mate 20 Pro,6,0,0,无
IsniKi6qy,我是一个小透明Lily,女,湖北,307,386,我是一个小透明Lily:20200202在千年一遇的日子 希望疫情早点被控制 已经快被逼疯了 荆门  显示地图 原图 ,无,2020-02-02 21:08,iPhone客户端,1,0,2,无
IsneV14dF,水滴cc,女,浙江,240,258,水滴cc:新的一年，我们什么都不求，什么都不想。人啊，活着就好，平安就行！为武汉祈福，为中国祈福！原疫情不再蔓延，愿一切否极泰来，愿人们平平安安！  原图 ,无,2020-02-02 20:58,iPhone客户端,0,0,0,无
Isn7Qte4g,快乐老逼登,男,黑龙江,276,669,快乐老逼登:2020年02.02 阖家欢乐希望我妈妈永远开心快乐希望2020年疫情明天就没有了希望我一帆风顺 前程似锦 大兴安岭地区·呼玛  显示地图 [组图共4张] 原图 ,无,2020-02-02 20:41,iPhone 11(黑色),10,0,7,无
IsmZGgvzN,PERALLY,女,湖北,35,131,PERALLY:等一个疫情结束  原图 ,无,2020-02-02 20:21,iPhone客户端,2,0,0,无
Ism85e0ZU,L_ove_Me,女,海外,150,575127,L_ove_Me:http://t.cn/A67GK9j6这次从新加坡买回来了三万只口罩本来是留着自用的，给公司的员工和家人亲戚朋友的，但是发现很多人都买不到口罩，所以自发的在微博上免费送给我的粉丝们，尽自己的微薄之力帮助大家，口罩这两天已经陆续发货给大家，发顺丰，但是不包邮了，为保证口罩安全送到，希望大家保护好自己和家人，一定要勤洗手、注意卫生，出门务必要戴好口罩，也希望大家理性抗毒，不要歧视武汉同胞，他们比我们更需要保护和安慰。还有就是，在武汉的一线医务人员比我们更需要N95口罩，N95口罩是专业的医用口罩，对我们普通人来说根本用不上，密不透气、还很勒，戴着根本就不舒服，所以我决定把自己买的N95给更需要的一线战士白衣天使们，给粉丝们送去我从新加坡、日本带回来的口罩，三层防护，非常密实好用。最后希望大家少出门勤洗手，出门一定要戴好口罩。💪🏻💪🏻💪🏻 #蔓妮宠粉实力派# #全球疫情# [组图共12张] 原图 ,无,2020-02-02 18:09,✨iPhone 11 Pro Max,2911,314,1051,无
IslZV0iR1,L佳曦,女,吉林,253,191,L佳曦:陪你过第一个生日因为疫情不能出门，略显潦草。。很开心遇见你，希望在看着你越来越厉害的日子里，我也能成为更棒的人。宝贝干杯 生日快乐～♥️🥂 辽源  显示地图 [组图共9张] 原图 ,无,2020-02-02 17:48,iPhone 11 Pro,3,0,0,无
IslZ50YqZ,特SWAT警JUN,男,安徽,26,1888,特SWAT警JUN:谢谢你陪在我身边～@孤独的猫_aLive 往后每天都要开开心心的度过！希望疫情快快结束  手拉手一起去看美丽的风景 安庆  显示地图 [组图共4张] 原图 ,@孤独的猫_aLive,2020-02-02 17:46,iPhone客户端,9,0,5,无
IslAhgTwW,乡村彭于晏的日常,男,天津,1115,127,乡村彭于晏的日常:静候春暖花开，一切终会过去。愿疫情走快些。  [组图共3张] 原图 ,无,2020-02-02 16:45,小米8周年旗舰手机,1,0,0,无
IsejZb6du,珍芳珍芳吖,女,湖北,57,58,珍芳珍芳吖:最近打开朋友圈，都是关于疫情的消息  因为工作性质的缘故  我也看到了我的很多同行们因为工作而不得不跟自己的孩子，伴侣  父母分开 她们本着救死扶伤的精神要对病人负责  同时也要对自己最亲爱的人负责 她们虽然隔离了自己 却是对亲人最好的保护   现在各地都是非常时期  我的家属也因为我天天跟着我到处奔波  有时候真觉得有他在我身后我什么都不怕，是我坚强的后盾  很感谢他一直这么迁就我，支持我  保护我！  一个小小男子汉正在努力做个大丈夫[加油] http://t.cn/R2WxQs2 显示地图 [组图共3张] 原图 ,无,2020-02-01 22:16,vivo X23全息幻彩,2,0,10,无
IsdJO4FCz,127呀呀,女,广东,42,242,127呀呀:希望疫情早日解除，不想只能进山，想去街上正常的上班～  原图 ,无,2020-02-01 20:47,iPhone客户端,0,0,0,无
IsdzR5wMU,南京达人会,男,江苏,635,1667616,南京达人会:#共同战疫##众志成城抗疫情# 【都是中国人！回国人士深夜送执勤人员一箱口罩，问及姓名，只说都是中国人！】1月31日凌晨0时20分，@南京交警高速六大队 在上坊公安检查站开展疫情防控工作，这时一辆苏A牌车辆驾驶员将车停下搬下一 箱口罩，交给民警说“这有一箱口罩，送给你们！”，民警问其姓名，驾驶员只留下一句“都是中国人！”。经电话联系车主得知：车主王女士一行三人刚刚从土耳其回国，驾车由浦东机场返回南京，出发前了解到国内口罩急缺，于是在土耳其采购两箱带回国内，从上海返回南京途中经过上坊检查站看到还在坚守岗位检查车辆的交警和医务人员，留下一箱口罩就离开了。#抗击新型肺炎南京在行动#  http://t.cn/A6PpnDds ,无,2020-02-01 20:22,微博视频,19,0,2,无
IsdzfxxSW,郑美丽monica,男,海外,1265,226,郑美丽monica:受疫情影响，春节假期一直在处理订单售后，家门都没出去过，原定2月9日杜马盖地+薄荷岛的旅行也被迫取消，我的假期旅行全泡汤了   ,无,2020-02-01 20:21,HUAWEI P30,0,0,0,无
IsdtT84vO,人民网海南视窗,男,海南,549,987156,人民网海南视窗:#海南疫情防控# #海口龙华区文明大行动# 【群众微信“下单” 海口龙华区菜农送菜到家】  疫情防控期间，很多外省来琼的群众都积极配合防控工作，主动在家自行居家观察，为了帮助这部分业主解决购买生活用品及食物等刚性需求的问题，近日，海口龙华区城西镇紧急联系辖区菜农，为正在居家观察的住户们提供丰富的蔬菜。      “我们在开展防控过程中，一些群众也提出来，他们愿意配合在家居家观察，但日常买菜等成为难题。”当得知此事后，城西镇党委立即想到了辖区有多个蔬菜基地，何不发挥这个优势，直接和蔬菜基地建立联系，从菜农手中帮助居家观察的群众购买蔬菜，这样既新鲜又方便。 为及时收集居家观察的群众的日常吃菜需求，确保他们足不出户就可以吃到新鲜蔬菜，城西镇发动相关住宅小区组建了送菜微信群。“我们需要1到2斤土豆，1斤左右胡萝卜……谢谢”“我要2斤荷兰豆，2斤韭菜，谢谢”，一大早，微信群响起，正在居家观察的群众将自己的购买需求发到群里。根据群众的需求，城西镇党员干部立即联系到了菜农，并将群众需要的蔬菜送到了覆该小区的附近的“菜篮子”分销点，再由物业安排人员将菜品提到群众家门口，群众开门取回家中。 “龙华区城西镇的这个送菜服务非常方便，这样我们在居家观察期间的生活方便多了。”金先生说。（吴小莉）#海口龙华正能量# 原图 ,无,2020-02-01 20:08,iPhone客户端,1,0,1,无
Isdf1fHzp,你的小郑爸爸,女,山东,57,30,你的小郑爸爸:我想见你  疫情结束后你来见我  好不好  原图 ,无,2020-02-01 19:31,前置双摄vivo X9,0,0,2,无
Is63z2npl,LCY雨过天晴,女,浙江,100,15,LCY雨过天晴:#湖北省红十字会口罩使用情况更正说明#严查红十字，要求公开资金使用明细，都是我们捐给疫情控制的款项，我们有资格知道资金去向  ,无,2020-02-01 01:13,🐻宝宝的Android,0,0,0,无
Is5XuiZ1a,我困了在睡觉,女,四川,219,1254,我困了在睡觉:这次疫情让我知道，人心都是肉长的，可是有些废物是没有心的。智商低下的、价值观扭曲的、没有同理心的、共情能力丧失的人经过一次疫情全部冒出来了。在这种时刻，善良和丑陋都被放大了好多倍，希望病好了之后，都能重新审视自己审视他人。  ,无,2020-02-01 00:58,iPhone 11 Pro Max,12,0,0,无
Is5TIhJQt,小初栗,女,海外,5,7134,小初栗:我希望如约而至的不止春天 还有疫情过后平安的你 运城 小初栗的微博视频  显示地图 ,无,2020-02-01 00:49,iPhone客户端,2,0,0,无
Is5FqpGIV,多量能正,女,河北,244,330,多量能正:太久不见你了，还挺想你的喜欢看你笑的样子疫情过后真的要好好抱抱你回来见的第一面也没敢抱抱你请你原谅我的不善言辞希望你可以一直开开心心的我很爱你，请你相信@二手酷  原图 ,无,2020-02-01 00:14,iPhone客户端,6,0,10,无
Is5nXEmzp,眠眠子-,女,海外,218,749,眠眠子-:感谢楠仔和wk为我送来了喝了不会睡不着觉的奶茶 送货到家门 太美了 隔空给大家一个拥抱呜呜呜  疫情结束了咱们再一起喝奶茶  原图 ,无,2020-01-31 23:31,No longer stay up late,2,0,2,无
Is5ln00uf,解放军报,男,北京,320,21237469,解放军报:#军微快评#【有一种背影，看见了便有了希望和力量】湖北武汉疫情肆虐，五湖四海四面八方医疗人员迅速行动，奔赴一线支援，投入紧张的战斗。那急促又铿锵的脚步，那匆忙又坚定的背影，那疲惫又刚毅的眼神，给患者带来希望和曙光！向奋战在一线的医护人员致以崇高的敬意！武汉加油！平安凯旋！（人民海军）http://t.cn/A6P6AXLL ,无,2020-01-31 23:25,微博 weibo.com,137,25,12,无
Is57hsgz3,Nine九七Seven,女,黑龙江,338,137,Nine九七Seven:足不出门也挺好的，和父母相处起来真是比在外面瞎玩更有意义，一家人热热闹闹，打打扑克，搓搓麻将，不用因为上班而提早结束新年，但也希望疫情早点结束，[加油][加油]中国加油[加油][加油]  [组图共4张] 原图 ,无,2020-01-31 22:50,HUAWEI P30,2,0,0,无
Is510yZO6,__瓜德歪富__,女,山西,588,482,__瓜德歪富__:虽然外面疫情严重，虽然已经连续上了十九天班，虽然明天还要继续这样的生活，但是因为有你们，每天都能感到幸福。因为前两天的虚惊一场，让我更确定自己是嫁给了爱情💓。然后俩孩儿也分别送去了奶奶家和姥姥家，我和瓜瓜又过上了久违的两人世界💑～每天下班回来腻在一起就很知足。最后还是希望这场灾难赶快过去！[加油] [组图共6张] 原图 ,无,2020-01-31 22:34,iPhone客户端,4,0,2,无
Is4MqqBWy,LHS225,女,广东,7,5,LHS225:又长大一岁啦一年真的好快，特别不希望长大因为特别怕妈妈一岁一岁年老三五知己在身边外加超级疼我的妈妈还有一个谢立彬，其实不该抱怨自己的生活不尽人意了。谢立彬真的特别准每次命中口味，在疫情严重没地方去的情况下来家里陪我过了一次生日，好像是真正意义上第一次陪我唱生日歌点蜡烛许愿？外加小外侄子特别的生日蛋糕哈哈哈 [组图共8张] 原图 ,无,2020-01-31 21:58,iPhone客户端,1,0,0,无
Is4sXj2DO,RRachale,女,浙江,445,167,RRachale:疫情过后 第一件 想干的事儿 台州·玉环 DDRachale的微博视频  显示地图 ,无,2020-01-31 21:11,iPhone客户端,3,0,13,无
Is4rFyuuQ,-Givelt2U,女,黑龙江,59,76,-Givelt2U:在疫情爆发的时候😷我终于把我的冰箱填满了🛒打开冰箱门的时候🚪有一种满满的幸福感💕  [组图共3张] 原图 ,无,2020-01-31 21:07,iPhone 11,1,0,0,无
Is2sDoybK,灰色雾都-,男,其他,55,76,灰色雾都-:#铜川记录#五天没下楼的我下去扔个垃圾也要全副武装哦。希望这段时间都健健康康的战胜疫情。 铜川  显示地图 [组图共3张] 原图 ,#铜川记录#,2020-01-31 16:04,iPhone客户端,9,3,5,无
Is2neBW5B,嬉游大娱记,男,上海,390,202160,嬉游大娱记:【#韩红爱心驰援武汉# 】1月31日，#韩红# 在个人社交账号对此作出了回应，称：“感恩所有关心我们的朋友！我做的那一点点小事，只表达了我和一些文艺工作者朋友的心意，在如此巨大的疫情面前，根本是沧海一粟，不值一提！度过危机，靠的是国家的力量、社会的力量和全体民众的力量。”据悉，韩红带领百人医疗团队驰援武汉，并捐赠了大量物资，不仅如此，韩红还会在个人社交账号上公示每天基金会的工作情况，并晒出工作进展汇报。 http://t.cn/A6PKeChl ,无,2020-01-31 15:51,明星资讯 · 视频社区,6,0,0,无
Is2ek456f,兜念baby,女,河南,155,168,兜念baby:疫情过去，减肥，水光，瘦脸走起来就是要变美，哼！ 郑州·雪松路科学大道  显示地图 [组图共3张] 原图 ,无,2020-01-31 15:29,HUAWEI Mate 20 Pro,36,1,21,无
Is1XIgk6t,独奏的人生,女,陕西,137,59,独奏的人生:很难想象湖北人武汉人现在被歧视到什么程度了，估计唯有下地狱才行。我一个途径了湖北境内高速公路而且没下高速公路的人都已经被身边的人躲的远远的，更何况他们。说的没错，一场疫情看清很多人。  ,无,2020-01-31 14:48,iPhone客户端,30,1,7,无
IrZ1FjFl6,中国经济网,男,北京,759,4315564,中国经济网:【外交部回应世界卫生组织决定】日前，世界卫生组织总干事发布新型冠状病毒感染的肺炎疫情构成#国际关注的突发公共卫生事件#。外交部发言人华春莹表示：新型冠状病毒感染的肺炎疫情发生以来，中国政府一直本着对人民健康高度负责的态度，采取了最全面、最严格的防控举措，很多举措远超出《国际卫生条例》要求，我们完全有信心和能力，打赢这场疫情防控阻击战。　　同时，中方本着公开透明和负责任态度向有关各方及时通报疫情信息、分享病毒基因序列。世界卫生组织及许多国家对此予以充分肯定和高度评价。　　中国同世卫组织一直保持着密切沟通和良好合作，世卫组织专家赴武汉进行了实地考察，总干事谭德塞于日前访华，同中方就疫情防控工作充分交换了意见，对中方防控工作给予充分肯定，对中国抗击疫情为世界作出的巨大贡献表示高度赞赏。中方愿继续同世卫组织及各国一道，共同维护全球和地区公共卫生安全。（人民日报） ,无,2020-01-31 07:20,微博 weibo.com,44,11,12,无
IrYR7oLz3,0123Zg,男,其他,81,2,0123Zg:关于疫情这件事一定要过去，要充满信心，充满希望，春天肯定会来到的，你也要每天都要相信一些事情，相信好的事情。  ,无,2020-01-31 06:54,nova4自拍极点全面屏,0,0,0,无
IrWZt2JW2,C_yanana,女,福建,174,621,C_yanana:答应我等疫情结束了 我们一起去看电影吃爆米花🍿️一起海底捞椰子鸡各种火锅吃烧烤一起喝甜甜的好吗 我太难了 大半夜干嘛翻相册 我好想你们啊 #疫情过后你最想见的人##不可辜负的美食#  [组图共18张] 原图 ,无,2020-01-31 02:09,小瓶子的iPhone XS Max,4,0,6,无
IrWxzu0JV,inthromantic,女,山东,96,98,inthromantic:疫情期间，我的赵主播为我开了个人演唱会，太难了 济宁  显示地图 原图 ,无,2020-01-31 01:00,荣耀9 美得有声有色,1,0,0,无
IrWxl1RBn,莉辛咚二,女,海外,80,44,莉辛咚二:可愛多夫婦之霍乱時期的愛情#這次不整小故事了🙏希望疫情能快點得到控制，大家都能平平安安健健康康的。👉🏻最近的歌单，我爱Honne[淚]挡不住突然收费，还偏偏是我最爱的几首👏🏼新整的封面太可爱噜噜噜好喜欢阿想拿来当朋友圈的封面（怕挨打嘿嘿）👉🏻年前年后加起来快一个月没见到老肥了（可爱多落泪）每天都在盼望疫情的好消息🤟🏻晚餐没吃到正经的结果才七点就饿了（老肥版教育上线）💪🏼像被禁足的贵妃最近超快乐消息就是老肥的开工日期延迟了，暂时不用担心回广州的危险🥥好久没正经更博了，想念“正常的日子” [组图共9张] 原图 ,无,2020-01-31 00:59,iPhone客户端,4,0,0,无
IrWgGgWsX,Miss_辰玙,男,福建,345,50,Miss_辰玙:#疫情过后你最想见的人# @Ssid小肆  原图 ,无,2020-01-31 00:18,HUAWEI Mate 10 Pro,1,0,2,无
IrWegtT8H,1997年11月27日,女,海外,509,310,1997年11月27日:#疫情结束后最想吃的东西#和我哥哥去吃烤羊腿  原图 ,无,2020-01-31 00:12,iPhone客户端,0,0,0,无
IrT4kczfJ,铭铭八块腹肌,女,其他,1426,35,铭铭八块腹肌:熬过这次疫情去见你想见的人去看你想看的演唱会去游你梦里信仰的远方等一切安好 该透彻一点别给自己留下任何遗憾（虽然是心灵鸡汤，不过觉得说的没毛病啊）——来自朋友圈黄牛广告词  原图 ,无,2020-01-30 16:10,90斤铭铭的iPhone X,1,0,0,无
IrS9x7rcK,木子十一丶,男,江西,247,446,木子十一丶:#大年初六##抗击疫情 希望同行# 祝自己生日快乐，我的生日愿望是： “希望疫情早日得到控制，身边的人都健健康康的，不受疾病侵扰。”  原图 ,无,2020-01-30 13:50,Android,4,0,0,无
IrROJ0NKK,周欣律师,女,湖南,361,716,周欣律师:阿姨回家过年了，本想着一家人出去散散心，没想遇上了疫疾，只能宅在家里带娃了。虽被拘禁家中，也为武汉同胞尽了绵薄之力，真希望疫情尽快消散殆尽、华夏民族化险为夷  [组图共2张] 原图 ,无,2020-01-30 12:58,iPhone客户端,1,0,12,无
IrLDEdPlu,2020年重新开始,女,河南,26,3,2020年重新开始:“熬过这次疫情，去见想见的人，去看想看的地方！”等一切安好，我们一起旅行可好 濮阳·故县村 用户5790768481的微博视频  显示地图 ,无,2020-01-29 21:15,美图T8s·电影级虚化,0,0,0,无
IrLCigT0B,micco周小彧,女,北京,542,665391,micco周小彧:刚刚看新闻说已经有大量假的3M口罩流入市场，我和涛哥把他前几天在药店买的29元一只的3M口罩剪开和我一年前买的3M口罩对比了一下左边白色3M口罩是涛哥前两天到药店买的，右边灰色3M是我一年前买的，给大家对比一下真假1、假的3M为了增加厚度中间夹了一层薄纸，一层无纺布，一层是棉花层；真的3M中间只有两层紧实的静电滤棉，没有棉花层2、口罩印刷字有明显圆点喷墨且印字模糊不清大概率是假的；口罩印刷字是斜纹激光蚀刻基本是真的（有圆点也有斜纹的大概率是真的）提醒大家如果在实体店购买口罩最好先购买一个剪开看里面结构，确认是真的再购买多个最后想请问，在全国肺炎疫情这么严重的情况下，物资稀缺价格翻十倍我能理解，但制造贩卖假口罩发国难财，害人害己良心不会痛吗！另外补充一下拿来对比的型号不同，是因为口罩稀缺手上正品只有9071，虽然型号不一样，但鉴别方式是一样的，百度百科3M官方认证：3M防颗粒物口罩均使用3M专有高效静电滤棉，类似聚丙烯材质，厚厚的棉花层只会增加呼吸阻力，至于静电滤棉是什么样的大家可以百度查 [组图共7张] 原图 ,无,2020-01-29 21:11,iPhone 7,429,62,124,无
IrLwjcfMo,追星少年李铁柱,女,海外,404,5284898,追星少年李铁柱:#杨幂[超话]##封面公益驰援行动# 跟@杨幂 一起多居家，少出行，我们一起努力，一起打赢这场疫情防控阻击战[加油]加油武汉[加油]加油中国 圈内大使的微博视频  ,无,2020-01-29 20:57,杨幂超话,3,1,1,无
IrL1IpvDG,彭阳县交岔乡政务微博,男,宁夏,29,43,彭阳县交岔乡政务微博:【新焦点】重磅！宁夏出台应对新型冠状病毒性肺炎疫情工作应急预案！丨最新公告【新焦点】重磅！宁夏出台应对新型冠状病毒肺炎疫情工作应急预案！丨最新公告  ,无,2020-01-29 19:41,专业版微博,0,0,0,无
IrKIjcmgV,__000w,女,海外,55,921,__000w:2020的开头没什么不好 只是在教大家学会珍惜 等疫情过去了 一定要好好抱一抱你爱的人  ,无,2020-01-29 18:53,iPhone 11 Pro,5,0,0,无
IrHy37hiE,a泉儿啊,女,河南,233,276,a泉儿啊:等这波疫情结束🔚就带我出去玩吧🙈 信阳  显示地图 [组图共9张] 原图 ,无,2020-01-29 10:50,iPhone客户端,8,0,2,无
IrHb9dXoH,啊婉婉小婉婉哟,女,安徽,488,214,啊婉婉小婉婉哟:庚子年。安静 无聊 又难以忘却的一个年。第一次在宿州过年，因为疫情取消了一切亲朋好友的聚餐，取消了年后回怀宁的计划，延迟了返肥的时间……家人群里比往年都更加的活跃但又单调，每天醒来的第一件事就是关注疫情发展以及zf采取的措施。虽然已经无聊到修无聊的图，但这个年艰难且特别。惟愿健康平安 http://t.cn/RMD022d 显示地图 [组图共12张] 原图 ,无,2020-01-29 09:53,iPhone客户端,1,0,2,无
IrH0bC5Yl,不慌不忙大葱哥,女,黑龙江,15,342,不慌不忙大葱哥:#抗击疫情联合行动# 赠人玫瑰，手有余香。我在“抗击疫情 我们在行动”项目捐款成功！@中华慈善总会抗击疫情 我们在行动  ,无,2020-01-29 09:26,微公益,5,0,0,无
IrDRpal4e,啾咪眯咻,女,河北,270,47,啾咪眯咻:#抗击疫情联合行动#予人为乐，与己而乐。我在“抗击疫情 我们在行动”项目捐款成功！让我与@Mr_LX80后姐姐团 一道成为传递爱与快乐的使者。@中华慈善总会 抗击疫情 我们在行动  ,无,2020-01-29 01:27,微公益,0,0,0,无
IrDF2mrdO,晴晴不是琴琴-,女,四川,418,4101,晴晴不是琴琴-:受疫情影响 姚煜阳同志今年现金营业额下降百分之五十 酒吧老板也被迫失业 只能自己在家独饮  [组图共5张] 原图 ,无,2020-01-29 00:56,iPhone客户端,1,0,1,无
IrB4N2iw7,想要一点点甜ii,女,山东,172,79,想要一点点甜ii:我希望如约而至的不止春天 还有疫情过后平安的你 济宁·金乡县  显示地图 [组图共3张] 原图 ,无,2020-01-28 18:21,HUAWEI nova 3,7,0,1,无
IrB0NmSir,维维维C西西西米,女,重庆,19,86,维维维C西西西米:#疫情结束后最想做的事#和好盆友去吃火锅喝奶茶看电影@Mxemily 利川市  显示地图 ,@Mxemily,2020-01-28 18:11,前后2000万 OPPO R11,0,0,1,无
IrAXm3Mv6,买买提吐痰,男,新疆,392,2389,买买提吐痰:#抗击疫情联合行动# 涓滴之水成海洋，颗颗爱心变希望。我在“抗击疫情 我们在行动”项目捐款成功！@中华慈善总会抗击疫情 我们在行动  ,无,2020-01-28 18:03,微公益,1,0,0,无
IrAPFqfi2,初夏夜蓉,女,辽宁,187,67807,初夏夜蓉:#蓉蓉恋爱实录# 疫情结束后最想做的事：去见男朋友  [组图共4张] 原图 ,无,2020-01-28 17:44,iPhone X,38,0,16,无
IrAGu3v0M,眼中春与秋-,女,其他,105,113,眼中春与秋-:我希望如约而至的不止春天/还有疫情过后平安的你  原图 ,无,2020-01-28 17:21,HUAWEI nova 2s,3,0,2,无
IrAuymZOt,任性妹妹_Vvva,女,河南,1040,3244,任性妹妹_Vvva:疫情期间 昨天在我家门口站了一个多小时 🐥 今天又满街跑着给我买黑椰子的人 可能只有慎俊凯了 🥥🥥  良心发现 我不骂你了 @慎慎慎慎sir 哈哈ヾﾉ≧∀≦)o  ,无,2020-01-28 16:52,果果酱的iPhone X,5,0,3,无
